"dataset","model","sample.size","effect_size","replicate","minor.freq","b.snp","b.med","SD","W_n","Z_n","K_n","U_n","n.resamples","R2.T1.U","R2.T2.U","truth.model","n.true.confs","true.confs","CSq.n.selected","CSq.n.tp","CSq.n.fp","CSq.n.fn","CSq.n.fp.other.trio","CSq.has.common.child","CSq.has.intermediate","CSq.selected","CSa.n.selected","CSa.n.tp","CSa.n.fp","CSa.n.fn","CSa.n.fp.other.trio","CSa.has.common.child","CSa.has.intermediate","CSa.selected","CSq.filter_int_child","CSa.filter_int_child","mrpc.truth.model","mrpc.truth.correct","mrpc.truth.correct.coarse","mrpc.truth.time.seconds","mrpc.truth.timed.out","mrpc.truth.error","mrpc.CSq.model","mrpc.CSq.correct","mrpc.CSq.correct.coarse","mrpc.CSq.time.seconds","mrpc.CSq.timed.out","mrpc.CSq.error","mrpc.CSa.model","mrpc.CSa.correct","mrpc.CSa.correct.coarse","mrpc.CSa.time.seconds","mrpc.CSa.timed.out","mrpc.CSa.error"
663,"model2",300,"large",9,0.03,1.35143841581885,0.920046105631627,1,1,1,0,35,5,0.583710705270691,0.693240708635282,"M2.1",35,"U1.663;U2.663;U3.663;U4.663;U5.663;U6.663;U7.663;U8.663;U9.663;U10.663;U11.663;U12.663;U13.663;U14.663;U15.663;U16.663;U17.663;U18.663;U19.663;U20.663;U21.663;U22.663;U23.663;U24.663;U25.663;U26.663;U27.663;U28.663;U29.663;U30.663;U31.663;U32.663;U33.663;U34.663;U35.663",9,7,2,28,0,TRUE,TRUE,"U2.663;U10.663;U15.663;U16.663;U18.663;U24.663;U29.663;W1.663;Z1.663",105,19,86,16,84,TRUE,TRUE,"U5.11;U14.12;U13.14;U5.15;U10.15;U26.38;U4.62;U12.65;U20.65;U1.111;U9.136;U29.138;U14.189;U41.190;U42.190;U28.213;U20.238;U8.240;U24.313;U6.315;U20.315;U28.315;U7.339;U6.340;U21.340;U24.340;U3.361;U4.389;U17.389;U29.486;U5.487;U23.487;U23.489;U41.489;U1.538;U1.540;U16.562;U27.563;U28.589;U2.663;U3.663;U4.663;U7.663;U8.663;U9.663;U10.663;U13.663;U14.663;U15.663;U16.663;U18.663;U19.663;U21.663;U24.663;U27.663;U29.663;U31.663;U33.663;W1.663;Z1.663;U47.688;U25.689;U4.739;U16.739;W1.739;U3.763;U19.764;W1.765;U7.786;U6.811;U20.838;U26.839;U5.840;U18.840;U28.840;U6.864;U23.864;U12.913;U21.961;U5.1011;U8.1011;U37.1011;U38.1011;U19.1013;U36.1015;U3.1037;U23.1088;U24.1090;U18.1115;U19.1137;U10.1187;U12.1187;U11.1211;U29.1236;U7.1238;Z1.1288;U28.1290;Z1.1337;U10.1362;U2.1388;U2.1412;U46.1438;U11.1439;U35.1439;U38.1439",TRUE,TRUE,NA,FALSE,FALSE,NA,TRUE,"reached elapsed time limit [cpu=180s, elapsed=180s]","Other",FALSE,FALSE,0.431426048278809,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
664,"model3",300,"large",9,0.46,1.48977870296221,0.756999483797699,1,1,1,0,13,1,0.271293102246065,0.213157268039636,"M3",13,"U1.664;U2.664;U3.664;U4.664;U5.664;U6.664;U7.664;U8.664;U9.664;U10.664;U11.664;U12.664;U13.664",5,4,1,9,0,TRUE,FALSE,"U3.664;U8.664;U11.664;U13.664;Z1.664",102,8,94,5,93,TRUE,FALSE,"U20.12;U7.38;U27.40;U25.61;U29.65;U44.65;U17.86;U27.86;U45.87;U20.88;U21.88;U24.138;U29.140;U3.164;U42.164;U27.212;U35.238;Z1.238;U27.240;U29.265;U16.315;U26.338;U5.363;U16.365;U14.414;U4.489;U24.512;U17.536;U3.561;U1.562;U4.562;U5.562;U20.590;U7.615;U9.637;U26.638;U32.661;U4.662;U8.663;U19.663;U1.664;U2.664;U3.664;U7.664;U8.664;U10.664;U11.664;U13.664;Z1.664;U13.687;U36.688;U47.688;U23.689;U7.690;U2.713;U27.739;U3.740;U10.740;U28.740;U34.763;U3.764;U30.765;U15.786;U10.812;U42.812;U9.839;U33.862;Z1.887;W1.963;U2.965;U4.989;U14.990;U9.1015;U33.1015;U24.1061;U24.1062;U3.1087;U11.1087;Z1.1090;U1.1112;U30.1112;U6.1137;U11.1139;U16.1161;U20.1165;U6.1186;U8.1187;U7.1211;U18.1214;U41.1237;U27.1239;U28.1239;U13.1264;W1.1265;U31.1337;U7.1338;U17.1388;U10.1413;U6.1415;U17.1490;U21.1490;U25.1490",TRUE,TRUE,"M3",TRUE,TRUE,0.67767596244812,FALSE,NA,"M3",TRUE,TRUE,0.106778144836426,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
665,"model4",300,"large",9,0.15,1.14183988131117,0.545270841917954,1,1,1,0,16,1,0.430845697107238,0.356290690701601,"M4",16,"U1.665;U2.665;U3.665;U4.665;U5.665;U6.665;U7.665;U8.665;U9.665;U10.665;U11.665;U12.665;U13.665;U14.665;U15.665;U16.665",6,4,2,12,0,TRUE,TRUE,"U3.665;U5.665;U9.665;U11.665;W1.665;Z1.665",85,12,73,4,71,TRUE,TRUE,"U20.14;U13.37;U29.38;U48.38;U24.40;U18.61;U1.62;U16.65;U30.88;U48.90;U13.136;U28.238;U25.262;U42.264;U40.289;U2.340;U6.340;U11.340;U12.364;U42.388;U1.389;U16.462;U7.511;U34.512;U12.514;W1.536;U5.537;U15.561;U24.564;U15.587;U28.639;U39.640;U24.663;U2.665;U3.665;U5.665;U6.665;U8.665;U9.665;U10.665;U11.665;U12.665;U13.665;U14.665;U16.665;W1.665;Z1.665;U23.689;U15.712;U22.712;Z1.715;U1.761;U27.763;U22.837;U15.839;W1.886;U11.889;U18.890;U29.890;U26.913;U18.939;U3.961;U21.986;U18.988;U17.989;U42.989;U37.990;U29.1011;U35.1011;U14.1063;U20.1112;Z1.1114;U2.1162;U17.1164;U34.1190;U30.1236;U30.1239;U11.1263;U13.1265;U16.1290;U32.1362;U11.1438;U14.1461;U27.1488;U11.1489",TRUE,TRUE,"M1.2",FALSE,FALSE,2.07201290130615,FALSE,NA,"M1.2",FALSE,FALSE,0.147615909576416,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
676,"model0",50,"small",10,0.04,0.459247493650764,0.295174720091745,1,1,1,0,41,4,0.932238565986153,0.920911772449875,"M0.1",41,"U1.676;U2.676;U3.676;U4.676;U5.676;U6.676;U7.676;U8.676;U9.676;U10.676;U11.676;U12.676;U13.676;U14.676;U15.676;U16.676;U17.676;U18.676;U19.676;U20.676;U21.676;U22.676;U23.676;U24.676;U25.676;U26.676;U27.676;U28.676;U29.676;U30.676;U31.676;U32.676;U33.676;U34.676;U35.676;U36.676;U37.676;U38.676;U39.676;U40.676;U41.676",0,0,0,41,0,FALSE,FALSE,"",84,5,79,36,77,TRUE,TRUE,"U22.4;U10.28;U10.54;U30.80;U7.151;U19.152;U7.180;Z1.201;U1.205;U38.205;U3.252;U18.255;U10.302;U15.302;U16.304;U8.326;U30.326;U28.328;U3.377;Z1.379;U9.401;U39.402;U3.404;U2.426;U16.426;U38.427;U7.430;U12.430;U43.452;U3.479;U16.479;W1.480;U9.527;U37.527;U7.604;U38.630;U6.652;U15.655;U2.676;U25.676;U26.676;U38.676;U39.676;W1.676;Z1.676;U6.679;U12.703;U13.704;U32.755;U5.776;U2.780;U29.801;Z1.801;U39.802;U5.804;U10.827;U19.852;U35.852;U1.854;U15.905;U38.954;U35.955;U31.979;U23.1001;U12.1028;U24.1030;U3.1054;U11.1130;U25.1152;U16.1155;U1.1178;U5.1178;U3.1180;U38.1201;U1.1202;U14.1203;U10.1253;U5.1355;U29.1355;U1.1379;U4.1427;U4.1451;U26.1452;U19.1454",TRUE,TRUE,"Other",FALSE,FALSE,0.230877876281738,FALSE,NA,"Other",FALSE,FALSE,0.0280451774597168,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
677,"model1",50,"small",10,0.47,0.136087648477405,0.144291895255446,1,1,1,0,35,1,0.797061844984256,0.910468431849717,"M1.1",35,"U1.677;U2.677;U3.677;U4.677;U5.677;U6.677;U7.677;U8.677;U9.677;U10.677;U11.677;U12.677;U13.677;U14.677;U15.677;U16.677;U17.677;U18.677;U19.677;U20.677;U21.677;U22.677;U23.677;U24.677;U25.677;U26.677;U27.677;U28.677;U29.677;U30.677;U31.677;U32.677;U33.677;U34.677;U35.677",0,0,0,35,0,FALSE,FALSE,"",79,2,77,33,76,TRUE,FALSE,"U25.4;U3.26;U13.27;U42.27;U10.127;U24.129;U1.154;U24.205;U8.227;U33.278;U16.304;U3.327;U28.353;U4.405;U21.430;U34.480;U17.502;U12.505;U7.529;U18.601;U21.604;U7.651;U9.652;U32.677;U35.677;Z1.677;U33.678;U11.679;U29.679;U12.701;U6.704;U14.704;U35.705;U17.752;U7.753;U11.802;U1.828;U7.828;U6.853;U14.854;U24.880;U1.902;U24.902;U6.903;U17.927;U13.953;W1.977;U28.979;U16.1002;U18.1029;U9.1030;U26.1053;U18.1076;U11.1079;U12.1129;U7.1130;U14.1152;U26.1152;U35.1153;W1.1179;U7.1204;Z1.1226;U25.1228;U5.1253;W1.1254;U38.1255;U39.1255;U6.1277;U9.1278;U40.1279;U38.1302;U5.1303;U21.1304;U39.1327;U28.1352;U44.1355;U28.1378;U19.1451;U34.1451",TRUE,TRUE,"Other",FALSE,FALSE,0.144963979721069,FALSE,NA,"Other",FALSE,FALSE,0.0191149711608887,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
678,"model2",50,"small",10,0.08,0.364380619395524,0.288269382854924,1,1,1,0,34,3,0.893428213108706,0.937116868062172,"M2.1",34,"U1.678;U2.678;U3.678;U4.678;U5.678;U6.678;U7.678;U8.678;U9.678;U10.678;U11.678;U12.678;U13.678;U14.678;U15.678;U16.678;U17.678;U18.678;U19.678;U20.678;U21.678;U22.678;U23.678;U24.678;U25.678;U26.678;U27.678;U28.678;U29.678;U30.678;U31.678;U32.678;U33.678;U34.678",1,0,1,34,0,TRUE,FALSE,"Z1.678",75,5,70,29,69,TRUE,FALSE,"U28.4;U5.29;U20.29;U20.51;U21.51;U12.126;U19.128;U2.152;U4.155;U14.180;U14.301;U28.326;U33.326;U19.330;U30.351;U3.353;U13.403;U15.403;Z1.403;U32.427;U31.454;U19.479;U4.502;U8.502;U23.503;U31.553;U6.579;U7.579;U33.655;U7.678;U9.678;U14.678;U24.678;U26.678;Z1.678;U1.705;U11.751;Z1.752;U19.753;U1.776;U6.827;U6.879;U11.879;U10.905;U17.929;Z1.951;U7.955;U1.977;U13.978;U6.979;U10.1004;Z1.1030;U14.1078;U18.1078;U5.1102;U15.1127;U2.1128;U7.1154;U44.1201;U20.1202;U4.1204;U24.1280;U33.1280;Z1.1304;U4.1328;U15.1353;U37.1355;U43.1355;U15.1376;U7.1379;U13.1379;U2.1427;U3.1430;U31.1451;U33.1452",TRUE,TRUE,"Other",FALSE,FALSE,0.152772903442383,FALSE,NA,"Other",FALSE,FALSE,0.0303089618682861,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
679,"model3",50,"small",10,0.16,0.226689230557531,0.193270182004198,1,1,1,0,40,2,0.911676846347398,0.897483692562541,"M3",40,"U1.679;U2.679;U3.679;U4.679;U5.679;U6.679;U7.679;U8.679;U9.679;U10.679;U11.679;U12.679;U13.679;U14.679;U15.679;U16.679;U17.679;U18.679;U19.679;U20.679;U21.679;U22.679;U23.679;U24.679;U25.679;U26.679;U27.679;U28.679;U29.679;U30.679;U31.679;U32.679;U33.679;U34.679;U35.679;U36.679;U37.679;U38.679;U39.679;U40.679",1,0,1,40,0,TRUE,FALSE,"Z1.679",88,1,87,39,86,TRUE,FALSE,"W1.1;U3.51;U6.78;U4.79;U18.79;U5.126;U21.129;U27.130;U42.130;U31.151;U9.176;U35.180;U19.201;U13.227;U18.252;Z1.252;U6.253;U7.253;W1.254;U2.302;U12.303;U6.304;U17.304;U23.304;U24.330;U4.351;U8.377;U24.401;U25.402;U5.405;U2.426;U36.426;U2.428;U12.430;W1.454;U33.476;U28.503;U19.529;W1.580;U11.626;W1.630;U37.676;U35.679;Z1.679;U30.704;U28.705;U33.705;U11.751;U2.752;U43.755;U13.780;U3.803;U9.803;U19.829;U14.852;U22.852;Z1.928;U31.955;U14.978;U34.978;U27.979;U33.1004;U27.1005;U2.1051;U7.1053;U35.1053;U5.1054;U6.1076;U44.1079;U22.1080;U9.1126;U25.1151;U35.1152;U1.1178;U1.1180;U9.1276;U37.1276;U27.1279;U35.1302;U24.1327;U42.1327;U7.1354;U2.1378;U17.1380;U20.1452;U12.1453;U1.1454;U4.1476",TRUE,TRUE,"Other",FALSE,FALSE,0.29948902130127,FALSE,NA,"Other",FALSE,FALSE,0.0402159690856934,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
680,"model4",50,"small",10,0.28,0.397485597990453,0.276327289361507,1,1,1,0,24,1,0.744548308227296,0.797383711445373,"M4",24,"U1.680;U2.680;U3.680;U4.680;U5.680;U6.680;U7.680;U8.680;U9.680;U10.680;U11.680;U12.680;U13.680;U14.680;U15.680;U16.680;U17.680;U18.680;U19.680;U20.680;U21.680;U22.680;U23.680;U24.680",1,0,1,24,0,TRUE,FALSE,"Z1.680",79,0,79,24,78,TRUE,FALSE,"U17.2;U21.2;U7.29;W1.29;U20.51;U5.52;U33.80;U40.102;U33.128;U34.128;U2.151;Z1.151;U22.152;U27.176;U11.251;U13.278;U41.326;Z1.328;U15.355;U7.377;U20.377;U21.379;U20.402;W1.402;U18.403;U3.427;U6.427;U32.477;U8.480;W1.480;U14.505;U8.526;U20.526;U5.554;U27.629;U14.630;U11.678;Z1.680;U33.705;U11.726;U22.751;U30.754;U7.776;U1.801;U11.801;U10.827;W1.827;U39.852;U4.855;U27.877;U17.903;U1.952;U3.952;U10.953;U32.954;U18.1002;U12.1005;U23.1101;U26.1102;U1.1104;Z1.1104;U17.1105;U8.1151;U24.1152;U6.1153;U15.1176;U38.1202;U9.1228;U25.1228;U37.1229;U20.1278;U7.1327;U36.1327;U4.1328;U3.1330;U12.1353;U20.1426;U15.1429;U8.1455",TRUE,TRUE,"Other",FALSE,FALSE,0.0637218952178955,FALSE,NA,"Other",FALSE,FALSE,0.0240740776062012,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
681,"model0",150,"small",10,0.1,0.182948337867856,0.196521658729762,1,1,1,0,42,1,0.688676092026134,0.70861129738181,"M0.1",42,"U1.681;U2.681;U3.681;U4.681;U5.681;U6.681;U7.681;U8.681;U9.681;U10.681;U11.681;U12.681;U13.681;U14.681;U15.681;U16.681;U17.681;U18.681;U19.681;U20.681;U21.681;U22.681;U23.681;U24.681;U25.681;U26.681;U27.681;U28.681;U29.681;U30.681;U31.681;U32.681;U33.681;U34.681;U35.681;U36.681;U37.681;U38.681;U39.681;U40.681;U41.681;U42.681",2,0,2,42,0,TRUE,TRUE,"W1.681;Z1.681",110,8,102,34,100,TRUE,TRUE,"U22.6;W1.9;U3.56;U5.56;Z1.56;U24.83;U4.84;U2.108;U14.108;U42.134;W1.156;U13.157;U26.159;U17.182;U6.183;U24.206;U14.207;U41.209;U21.231;Z1.256;U16.259;U25.260;U2.333;U40.334;Z1.334;U5.381;U28.382;U26.410;U5.431;U32.432;U37.434;U44.435;U2.459;U19.460;U5.506;U38.510;U8.556;U11.559;U4.581;U34.582;U3.606;U25.610;U19.632;U11.634;U27.656;U38.656;U3.681;U5.681;U11.681;U14.681;U17.681;U22.681;U28.681;U39.681;W1.681;Z1.681;U37.685;U6.706;U6.732;U26.734;U6.758;U8.758;U16.783;W1.807;U27.809;U8.835;U17.856;U11.857;U11.884;Z1.884;U15.885;U4.907;Z1.907;U9.909;U1.934;U31.1006;U7.1033;U3.1081;U2.1109;U25.1131;U4.1132;U27.1133;U1.1159;U33.1160;U8.1210;U12.1210;U8.1234;U16.1257;U2.1283;U44.1283;U20.1306;U33.1308;U12.1309;U49.1310;U41.1334;U44.1334;U19.1360;U14.1406;U33.1408;U38.1431;U8.1433;U43.1433;U4.1435;U44.1435;U10.1456;U13.1456;U30.1456;U5.1460;U7.1482;U38.1483",TRUE,TRUE,"Other",FALSE,FALSE,0.240799903869629,FALSE,NA,"Other",FALSE,FALSE,0.0305418968200684,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
682,"model1",150,"small",10,0.35,0.487612063996494,0.198943433212116,1,1,1,0,37,1,0.51539687960107,0.62390263509152,"M1.1",37,"U1.682;U2.682;U3.682;U4.682;U5.682;U6.682;U7.682;U8.682;U9.682;U10.682;U11.682;U12.682;U13.682;U14.682;U15.682;U16.682;U17.682;U18.682;U19.682;U20.682;U21.682;U22.682;U23.682;U24.682;U25.682;U26.682;U27.682;U28.682;U29.682;U30.682;U31.682;U32.682;U33.682;U34.682;U35.682;U36.682;U37.682",1,0,1,37,0,TRUE,FALSE,"Z1.682",89,5,84,32,83,TRUE,FALSE,"U40.7;U19.33;U14.59;U18.82;W1.83;U32.85;W1.106;U11.235;U18.256;U15.258;U45.282;U16.310;U24.310;U28.310;U5.357;U22.357;Z1.357;U16.381;U7.383;U32.385;U39.385;U36.410;U26.432;Z1.432;U30.460;U12.483;U29.532;U3.534;U8.557;U1.581;U15.582;U20.610;U35.633;U23.635;U7.660;U14.681;U3.682;U17.682;U18.682;U27.682;U37.682;Z1.682;U1.683;U12.685;U16.710;W1.710;U26.732;U10.756;U34.756;U2.757;U35.758;U12.785;U5.809;U13.809;Z1.832;U6.835;U19.856;U32.857;U2.859;U19.882;U36.908;W1.908;U30.958;U2.959;U5.960;U14.1034;U16.1081;U26.1083;U17.1107;U12.1108;U12.1157;U3.1183;U38.1206;U16.1210;U36.1235;U37.1257;U31.1308;U10.1309;U5.1357;U6.1358;U22.1382;U30.1382;U28.1409;U8.1410;U12.1432;U8.1435;U5.1460;U12.1483;U23.1483",TRUE,TRUE,"Other",FALSE,FALSE,0.228108882904053,FALSE,NA,"Other",FALSE,FALSE,0.02236008644104,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
683,"model2",150,"small",10,0.31,0.328918546438217,0.288374691316858,1,1,1,0,10,1,0.192760476201999,0.276890539668721,"M2.1",10,"U1.683;U2.683;U3.683;U4.683;U5.683;U6.683;U7.683;U8.683;U9.683;U10.683",1,0,1,10,0,TRUE,FALSE,"Z1.683",76,3,73,7,71,TRUE,TRUE,"U7.7;U29.9;U16.58;U4.84;U13.107;U4.108;U25.134;U32.159;U14.183;U18.183;U2.206;U24.210;Z1.234;U12.256;U14.258;U6.284;U17.310;U17.334;U31.359;U32.383;U47.384;U5.407;U32.407;U40.435;U5.456;W1.556;U31.560;U1.608;W1.608;U12.632;U2.635;U5.683;U7.683;U10.683;W1.683;Z1.683;U5.685;U6.707;U7.710;U26.710;U7.735;U25.758;U49.758;U22.785;U1.832;Z1.832;U1.881;U19.883;U12.884;U15.935;U38.959;U12.960;U10.1006;U9.1007;U15.1031;U12.1032;U12.1056;U24.1056;U4.1157;U9.1159;Z1.1182;U9.1233;W1.1233;U47.1235;U4.1257;U7.1258;U5.1283;U24.1285;U5.1356;U10.1358;U24.1409;U26.1435;U24.1458;U39.1482;U26.1485;U38.1485",TRUE,TRUE,"Other",FALSE,FALSE,0.0301351547241211,FALSE,NA,"Other",FALSE,FALSE,0.0280070304870605,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
684,"model3",150,"small",10,0.32,0.333351234998554,0.237129194429144,1,1,1,0,20,1,0.471184859579344,0.516311765646418,"M3",20,"U1.684;U2.684;U3.684;U4.684;U5.684;U6.684;U7.684;U8.684;U9.684;U10.684;U11.684;U12.684;U13.684;U14.684;U15.684;U16.684;U17.684;U18.684;U19.684;U20.684",2,0,2,20,0,TRUE,TRUE,"W1.684;Z1.684",93,8,85,12,83,TRUE,TRUE,"U24.6;U3.57;U23.59;U40.85;U41.85;U15.108;U14.110;U37.157;U38.182;U30.210;U14.282;U24.282;U2.283;U5.307;U1.333;U28.358;U37.358;U43.358;U2.359;U34.359;U12.381;U32.383;U15.408;U13.410;U32.431;U14.432;U13.433;U48.435;Z1.457;U29.458;U5.508;U9.532;U24.560;U31.560;U25.581;U28.584;U20.633;U23.633;U30.659;U8.683;U1.684;U2.684;U6.684;U8.684;U15.684;U18.684;U19.684;U20.684;W1.684;Z1.684;U8.707;U18.707;U21.731;U24.809;U14.810;U2.831;U5.835;U2.881;U27.908;U39.908;W1.932;U14.933;U3.956;U2.958;U26.958;U34.958;U3.985;U24.1006;U40.1006;U23.1057;U10.1106;U15.1107;U10.1108;U20.1135;U17.1157;U1.1160;U34.1160;U41.1160;W1.1182;U29.1183;U6.1185;U21.1231;U1.1281;U10.1283;U14.1306;U8.1309;U18.1310;U17.1335;U5.1359;U11.1359;U19.1435;U14.1482;U15.1483",TRUE,TRUE,"Other",FALSE,FALSE,0.0555567741394043,FALSE,NA,"Other",FALSE,FALSE,0.0321331024169922,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
685,"model4",150,"small",10,0.42,0.20975932944566,0.118426088429987,1,1,1,0,41,1,0.692652879270037,0.698812311636877,"M4",41,"U1.685;U2.685;U3.685;U4.685;U5.685;U6.685;U7.685;U8.685;U9.685;U10.685;U11.685;U12.685;U13.685;U14.685;U15.685;U16.685;U17.685;U18.685;U19.685;U20.685;U21.685;U22.685;U23.685;U24.685;U25.685;U26.685;U27.685;U28.685;U29.685;U30.685;U31.685;U32.685;U33.685;U34.685;U35.685;U36.685;U37.685;U38.685;U39.685;U40.685;U41.685",2,1,1,40,0,TRUE,FALSE,"U2.685;Z1.685",103,10,93,31,91,TRUE,TRUE,"U15.9;W1.58;W1.59;U11.85;U42.85;U19.110;U7.131;U11.131;U6.135;U8.156;U7.157;U12.234;U3.235;U7.258;U12.259;U11.283;U14.283;U25.331;U8.333;U20.333;U15.357;U6.383;U23.407;U10.432;U36.458;U15.482;U13.483;Z1.508;U1.510;U19.531;U5.533;U13.534;W1.557;U35.559;U19.610;U21.631;U16.658;U24.659;U26.682;U31.682;Z1.682;U8.683;U2.685;U3.685;U14.685;U15.685;U22.685;U26.685;U33.685;U34.685;U39.685;U41.685;W1.685;Z1.685;U20.731;U17.732;U3.733;U28.734;U29.760;U5.807;U5.808;U3.857;U8.857;U9.907;U7.931;U1.935;U1.958;U13.960;U21.982;U2.984;Z1.1033;W1.1056;U11.1058;U30.1083;U9.1084;W1.1109;Z1.1158;U10.1159;U17.1159;U37.1183;U4.1210;U16.1256;U12.1257;U36.1259;U13.1283;W1.1284;U23.1285;U2.1309;U25.1356;U21.1358;U3.1360;U8.1381;U13.1384;U12.1385;U11.1408;U13.1431;U17.1431;U5.1433;U31.1456;W1.1457;U34.1458;W1.1460;U37.1485",TRUE,TRUE,"Other",FALSE,FALSE,0.19913387298584,FALSE,NA,"Other",FALSE,FALSE,0.0321199893951416,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
686,"model0",300,"small",10,0.39,0.279700077325106,0.16130409957841,1,1,1,0,48,1,0.725383138349185,0.643350886545801,"M0.1",48,"U1.686;U2.686;U3.686;U4.686;U5.686;U6.686;U7.686;U8.686;U9.686;U10.686;U11.686;U12.686;U13.686;U14.686;U15.686;U16.686;U17.686;U18.686;U19.686;U20.686;U21.686;U22.686;U23.686;U24.686;U25.686;U26.686;U27.686;U28.686;U29.686;U30.686;U31.686;U32.686;U33.686;U34.686;U35.686;U36.686;U37.686;U38.686;U39.686;U40.686;U41.686;U42.686;U43.686;U44.686;U45.686;U46.686;U47.686;U48.686",5,2,3,46,1,TRUE,TRUE,"U11.686;U48.686;W1.686;Z1.686;U31.786",117,21,96,27,94,TRUE,TRUE,"U4.14;U9.14;U30.36;U5.37;U44.40;Z1.61;W1.64;U26.65;U24.86;U38.87;U45.90;U6.113;U10.138;U31.138;U20.140;U16.186;U32.190;U31.215;U44.238;U15.262;U23.290;U4.315;U21.338;U20.340;U23.364;U2.388;U28.389;U16.414;U25.437;U32.437;U33.489;U42.489;U11.536;U24.563;U20.564;Z1.586;U7.615;U21.638;U12.664;U1.686;U3.686;U4.686;U7.686;U8.686;U10.686;U11.686;U12.686;U15.686;U17.686;U18.686;U19.686;U20.686;U22.686;U25.686;U30.686;U36.686;U39.686;U45.686;U47.686;U48.686;W1.686;Z1.686;U22.688;U26.688;U23.712;U11.736;U14.737;U4.738;U26.740;U16.762;U7.763;U31.786;U1.788;U11.790;U6.811;W1.814;U2.836;U5.837;U17.839;U18.914;U11.937;U14.986;U22.990;U13.1011;U9.1013;U19.1014;U23.1014;U19.1015;Z1.1062;U9.1064;Z1.1065;U5.1087;U27.1087;U11.1088;U23.1088;U11.1114;Z1.1115;U32.1161;U4.1163;U17.1188;Z1.1215;U8.1237;U36.1261;U19.1286;U18.1287;U28.1287;U26.1339;U33.1339;U21.1363;U18.1365;W1.1365;W1.1387;U7.1389;U31.1461;U15.1463;U29.1463;U27.1490",TRUE,TRUE,"Other",FALSE,FALSE,29.7140221595764,FALSE,NA,"Other",FALSE,FALSE,0.0946059226989746,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
